UpsjYK4bky8|||FUN WITH COLORFUL GAS - TAMIL|||1:41
A6aZxtLkNkY|||FUN WITH CANDLE FOUNTAIN - TAMIL|||1:39
pLcPfSAIWo0|||INVISIBLE GLASS - TAMIL|||2:41
bg3UWgRdaT0|||TWO BOTTLE FOUNTAIN  - TAMIL|||1:57
L-C89rwU2TU|||MUSICAL SOUND - TAMIL|||1:04
YAM_9G2W3pk|||PAPER CIRCUIT GREETINGS - TAMIL|||1:34
vE2tjr-uOzU|||FUN WITH HOT WATER - TAMIL|||1:28
tb60KNLb1XM|||FUN WITH CO2 - TAMIL|||2:14
_FI_V3BRvuQ|||FUN WITH A CANDLE - TAMIL|||1:55
he7qWIXuXds|||AIR HAS WEIGHT - TAMIL|||2:26
Qp32wyj7LYQ|||HIDING FISH - TAMIL|||2:43
exC-617kOYM|||SODA BOTTLE FOUNTAIN - TAMIL|||1:52
0MWmycrOLi8|||RESISTANT PENCIL - TAMIL|||2:24
ptsAcQsKhSQ|||BOTTLE SHOWER - TAMIL|||1:28
9uuMiPH16SM|||BI-METALLIC ALARM - TAMIL|||1:31
-rqU91ZihqI|||SHIMMERING MATCHBOX - TAMIL|||1:07
M5bFVCfBCpg|||TERRIFIC TORNADO - TAMIL|||1:10
BzoDqQWQ8z8|||STRAW FLUTE - TAMIL|||1:26
ZR2g7k6BRLk|||TIN SHRINK - TAMIL|||2:37
Z1tToWDsbI8|||L. E. D. TORCH - TAMIL|||2:00
yszossEqBgk|||BRAIN MUSCLE COORDINATION - TAMIL|||55
ce1aehzLvWg|||MOVING MONKEYS - TAMIL|||1:28
kjQ2Fqbzguc|||SHIMMERING FISH - TAMIL|||1:37
8zi15fa32WI|||POTATO INERTIA - TAMIL|||46
qk0lVJmBBKE|||EXPANSION OF AIR - TAMIL|||1:23
_9RaVcmUy-w|||EduClassics Title Hindi|||6
3waWdeY9c4I|||Teacher - Hindi - Sylvia Ashton Warner|||7:10
YkkwJrQ3MDU|||TEACHER - ENGLISH - SYLVIA ASHTON-WARNER|||5:04
w6F5EHHoABg|||TOTTOCHAN - ENGLISH - TETSUKO KUROYANAGI|||8:38
HMQ_OG8kzD4|||TOTTOCHAN – HINDI - TETSUKO KUROYANAGI|||9:05
-f3HalMhjpI|||DIVASWAPNA  - ENGLISH - GIJUBHAI BADHEKA|||15:59
FmJNcgUFLso|||DIVASWAPNA - HINDI - GIJUBHAI BADHEKA|||15:40
Ix-MLurnLGw|||I WISH TO BE A HUMMING BIRD - TAMIL - WANGHARI MATTHAI|||2:02
VIBno4fblh0|||MOTOR PUMP - NEPALI|||3:42
p9HMxK1hXGg|||DROP BY DROP - NEPALI|||2:57
k8OB4wJ3qMU|||NEWTON'S BOAT - NEPALI|||1:31
Mj8WUPYbBOg|||SOLAR BOAT - NEPALI|||2:20
CTfkyCH1poM|||CD Yo-Yo  - MARATHI|||2:11
32EVtVNgXb4|||STAR WARS SLINKY - KANNADA|||4:14
zSWyvFmxL6Y|||ENERGY STICK - KANNADA|||3:47
CJSILX1dAyM|||COLOUR PERCEPTION - KANNADA|||3:46
mM8XWb1gem4|||STROOP TEST - KANNADA|||3:57
Hq3AOIMPk4Q|||POD ART - ITALIAN|||2:22
JiuJEc6b9i0|||NEWSPAPER CAP - ITALIAN|||2:43
OXnMY19e9Ao|||LEAF ZOO - ITALIAN|||1:31
F77ou_8Le5c|||FUN SPIRAL - ITALIAN|||1:44
TLg13L4bWQ4|||BALANCING JOKER - ITALIAN|||1:19
TZsLoU6XcuE|||GEOMETRIC SERIES WITH PAPER CUTTING  - Telugu|||3:24
OHB6iSOYlkE|||Butterfly's Hide and Seek -  English|||3:25
amEPHQxuSl0|||6 WISHES BIRTHDAY CARD HEXA HEXA FLEXAGON - Telugu|||3:53
ITuunEv01Ek|||KNOTTED STRING - Telugu|||2:18
WemdA5chVio|||HUMAN CHAIN -  Telugu|||6:02
o_vldujq314|||PAPER GLIDER - Telugu|||1:56
xAEpqIR5x3o|||How To Unscrew Nut With Vibrator - Telugu|||2:26
wdIEmNNvH94|||SMOKING KILLS | Punjabi|||2:31
t_-OSziP7HA|||REVOLUTIONARY TRAIN | Telugu|||3:20
QWiZqZEG19s|||POP UP HUMMINGBIRD | Telugu|||2:02
Co1WbgvCYOM|||LIFTING FAN | Telugu|||2:05
AA8fPkZJMTw|||CHISTMAS TREE  | Telugu|||2:38
-D24ZmYNTHA|||E - MOTIONAL CUP | Telugu|||2:13
iGYBnSbqdYg|||PLATE SPINNER - Telugu|||2:50
ZcbA3ePJj6w|||PYRAMID WITH ORANGE - Telugu|||2:22
Yiv34gvT0sE|||ORANGE STACK - Telugu|||2:35
J8j9oiXm2SY|||SQUARE ORANGE STACK - Telugu|||2:10
6Bu6Edzv-Ak|||FLOATING LEMON - Telugu|||2:11
45fcXZD5J44|||Magnetic Coin Spinner | Marathi|||4:04
l78xWadskZE|||Butterfly's Hide and Seek |  Marathi|||3:21
anSukgl0wKM|||String Trick | Hindi|||2:19
Xs8CUwFtEN4|||Game of Base and Acid | Hindi|||3:28
AQ2wfkiWhBc|||Super fast shirt folding | Hindi|||2:59
fEj5f85ObFI|||Bottle Spinner | English|||2:49
_qDJhgrAfBM|||Mango Leaf Purse | Hindi|||2:15
Sp7_rBTKDO8|||Game of Base and Acid | Marathi|||3:28
RCJoB6D0fLY|||Pentagonal Lantern | Hindi|||2:49
DTfJ4WjnMgs|||COKE CAN STOVE | Marathi|||2:51
hfMKJanQ0yg|||Pencil Drawdio | Marathi|||3:51
eJ-6bZVoed4|||String trick | English|||2:19
895Oo3jJj-E|||Super fast shirt folding | Marathi|||2:59
-ZBH7S_SlYY|||Bottle spinner | Hindi|||2:49
OlPveUe3g9A|||FLOATING AND SINKING ORANGE | Hindi|||3:12
nSfMcF1xpBg|||LEVITATING CD | Bengali|||2:56
iT1qAHtaG24|||Pentagonal Lantern | English|||2:49
hbTeN3J6f30|||Paper lantern | English|||3:12
EyK0FWzZI2s|||MULTIPLE GENERATOR | Bengali|||2:56
5YlYkGwOI94|||ENVELOPE TETRAHEDRON | Bengali|||2:32
zZ0X8LqUbjM|||COKE CAN STOVE | Hindi|||2:51
rUbv0BWmJCQ|||HOLI SPRAY | Bengali|||1:25
r3dbpHlzlhQ|||LED DIYAS | Hindi|||2:04
T7LqxRd1X14|||CRAZY MAGNETS |  Bengali|||2:23
KbIIP2zIcbc|||Pencil Drawdio | Hindi|||3:51
H8s5XFGWfIc|||Bottle Spinner | Marathi|||2:49
xvzE_PZzuVI|||Mango Leaf Purse | English|||2:15
oxENziKCTNQ|||BOTTLE and COIN PUMP | Bengali|||1:43
nI_nxkHXyGk|||FLOATING AND SINKING ORANGE | English|||3:12
5l1vQkid7n0|||BALLOON HELICOPTER | Bengali|||1:39
lYxLc-WQ9dw|||Water Fountains | Hindi|||3:04
eqULV7Pb81s|||Matchstick Puzzles - 2 | Hindi|||2:11
dHHZVE5iEQI|||COOL WOOL | Bengali|||1:28
bXsePSKtEGQ|||Paper Lantern | Hindi|||3:12
DWpF7czu1q0|||FAN CAR | Bengali|||2:07
xe2QieyVZEo|||CUP CENTRIFUGE | Bengali|||1:50
rfDfTExakZc|||Matchstick Puzzles  1 |  Hindi|||2:20
pkYnXq047RY|||TILT BALANCE | Bengali|||2:32
VNA6AMNLq7Y|||FOUNTAIN JET | Bengali|||2:13
NTSORexdiFQ|||MARBLE MOUSE | Bengali|||2:08
jxn2BpyrP0o|||BRINE BUOYANCY | Bengali|||1:09
Q8PLhDu0xyM|||FANTASTIC FOUNTAIN | Bengali|||1:58
H6HYRjGEpjI|||FRESH EGG SINKS ROTTEN EGG FLOATS | Bengali|||1:08
CjOaT9dg-z8|||String Trick | Marathi|||2:16
-5kHj5jyhzA|||GENERATOR FROM MOTOR | Bengali|||2:07
xfuHljDNFJ4|||MAGNETIC NEEDLE | Bengali|||1:11
wXyhkwx5c00|||MAGNETISM FROM ELECTRICITY | Bengali|||2:06
gzLdd8J2LGw|||Square to Regular Pentagon | English|||2:21
OUt6oZ0FImU|||BLOW AND FLOAT | Bengali|||1:52
7VmkrXRQLb0|||PAPER CHANDELIER |  Bengali|||1:37
bKsqK_dE3qA|||Simple Telescope | Marathi|||4:26
Xh0RUpk496s|||TWENTY TEASER | Bengali|||1:26
SlwfeELUeyU|||PULL PLUNGERS | Bengali|||1:45
LhOwf157P6s|||JAPANESE LANTERN | Bengali|||2:42
ApyjWsKVN3Q|||BALL IN AIR  | Bengali|||55
tzGc78qR_7Y|||MOTOR GENERATOR | Bengali|||1:50
b_sDDlNvMDE|||Mango Leaf Purse | Marathi|||2:15
RQpa6vD8i2o|||GEOMETRY WITH MAGNETS | Bengali|||2:32
DcD8uFPvNxg|||BOUNCY BALLS | Bengali|||1:32
9GR9LvFi0eI|||PRESSURE MAGIC | Bengali|||1:57
uex0pa7IYk8|||SURFACE TENSION |  Bengali|||1:18
Y_x5W7ejdWE|||Game of Base and Acid | English|||3:28
XHbI3zeuoh0|||LOVELY LOTUS | Bengali|||2:53
-PaDfUD4DrU|||CANDLE FUN | Bengali|||1:37
qWcrJTWcLTE|||PAPER POINTER | Bengali|||1:37
eDN_dDqHYYw|||PAPER KITE | Bengali|||1:24
aUajj02FDcg|||COKE CAN STOVE | English|||2:51
Tx326ky0VoM|||DOLL DANCE | Bengali|||2:05
FxAd2PsMgTc|||MAGNETIC SKELETON | Bengali|||1:22
7RuQ8Y4mZGo|||SPINNING BOTTLE | Bengali|||2:26
eJGlq0JkWNU|||CAP TIK TIKI |  Bengali|||1:54
Y2Ds4huoIiE|||MAGIC PAPER FAN | Bengali|||2:30
Xz7ETMulRbQ|||CRANK GENERATOR | Bengali|||2:55
T__pmKA-zHo|||Phat Phat Boat | Bengali|||1:40
7b4fno3J73c|||Pencil Drawdio | English|||3:51
zn--godzPqQ|||Plastic Tube Spray | Hindi|||1:57
g7vxlveDpQs|||GREEN SNAKE | Bengali|||1:54
_eoBtieju-I|||INERTIA PUMP | Bengali|||59
RwbDHPJveh4|||Musical Sound |  Bengali|||1:04
CihZSa2HcdM|||BOTTLE and TUBE LIGHT DIVER | Bengali|||2:26
wXn2U5ttjsk|||JUMBO PUMP | Bengali|||3:05
irz0uiv1YxY|||ROLLING BOTTLE | Bengali|||2:06
Y7W3JtHMphU|||Matchstick Puzzles - 2 |  Marathi|||2:11
8YoQzrBC8IE|||POD ART | Bengali|||2:29
3hcObHdgiSY|||SIMPLE PUMP | Bengali|||2:07
y3g20fJBLsY|||EASY BALANCE | Tamil | Uthra|||3:03
g1dLR-pCJOQ|||BALANCING DOOR GUARD | Tamil | Uthra|||2:37
XuBz8qcE674|||Boyle's Balloon In Bottle | Tamil | Uthra|||3:10
5TdGaZNrXsw|||SAFETY PIN SPINNER  | Tamil | Uthra|||2:56
1-lA9jN4NDg|||Easy Spinner | Marathi|||4:04
uQLZffBpDiY|||BOTTLE SHOWER | Tamil | S. Varun|||1:34
qXowIV7xDtc|||ROCKET BALLOON  | Tamil | S. Varun|||1:31
nBLl2L5g_V0|||Simple Balloon Boat | Tamil | S. Varun|||2:20
IODrEDuclk0|||THREAD LOOP  | Tamil | S. Varun|||1:13
9TJRfaWsO_c|||Super Fast Shirt Folding | English|||2:59
pNZC0t2Pem4|||FLOATING AND SINKING ORANGES | Marathi|||3:18
ffivLgmnd5U|||BALANCING JOKER | Bengali|||1:26
524p_rcnqfM|||JUMPING DRAGONFLY | Bengali|||2:05
2EvGwH19v44|||MERRY GO ROUND | Bengali|||1:23
-v8bm1YPMxo|||FUN SPIRAL | Bengali|||1:51
7k0YouHTv4g|||Zeno's Paradox (variant) | Hindi | A puzzle|||3:20
7Ls6-3lRNws|||Answer to Zeno's Paradox (variant) | Hindi | A puzzle|||2:31
YZeJWnFAWv4|||BALL CENTRIFUGE | Bengali|||1:39
IoPDj76woLU|||DUMPER | Bengali|||1:13
GAhhxG5nRVY|||ATOMIC ARRAY | Bengali|||1:37
ENmErlT9spk|||COKE CAN AEROPLANE | Bengali|||1:07
rJ7HJHVa8K8|||LED DIYAS - Lamp | English|||2:04
Qh5fyvZsw4g|||WOW!! BALANCE | Bengali|||48
N26dFT4Y6EI|||STRAW PROPELLER | Bengali|||1:50
55e6wMyL_Vs|||TUBE PROPELLER | Bengali|||1:37
4glnOA3Yinw|||ALUMINUM CAN MOTOR | Bengali|||1:02
cbSjFjmXqRs|||L.E.D. DIYA |  Marathi|||2:04
SCwOozxmM98|||MAGNETIC SLOW SLIDE | Bengali|||49
mTl0vkWeqAo|||STRAW FLUTE | Bengali|||1:33
WLWwgAkKU_A|||BALANCING DOLL | Bengali|||1:07
G2qGSngsU8w|||Matchstick Puzzles - 2 | English|||2:11
6PGc9cZTPYY|||SPOOKY SPOKE | Bengali|||52
zD-qjhbJb2U|||Matchstick Puzzles | English|||2:20
cG5L5qdlUXs|||Tree Tale | Nile Tulip | Hindi|||1:32
BpbFWkonhaA|||Water Fountain | English|||3:04
u_IDFCWexvs|||Pentagonal Lantern | Marathi|||2:49
_N9wfN7pxRo|||Plastic Tube Spray | English|||1:57
VMPoPK7o2Gw|||Paper Flower Gerbera | Hindi|||2:49
6Xcwk62prGY|||Poke a Plastic Bag | Hindi|||1:55
ssn-jVinHXA|||Paper Lantern | Marathi|||3:12
sPwzidNkG6k|||Fun with Volume | Marathi|||2:03
fhu1B99-C-E|||SIMPLE SPIRAL MOTOR | Gujarati|||1:25
EpT7slpZq9s|||Fun with Motor |  Marathi|||2:12
oiaULjLm4Zo|||BOTTLE TORNADO | Gujarati|||1:23
QBA0c9fTanI|||Water Fountain | Marathi|||3:04
NjVHzj6phO0|||SUN FACE | Gujarati|||1:31
4dHCKwVKEbg|||COLOR FILTER | Gujarati|||1:41
xc9KXclebZM|||PENS DANCE | Kashmiri|||1:29
KU489Ggc9Rw|||Tree Tale | Nile Tulip | English|||1:32
Cbw4J5v3-S0|||HOT ICE | Kashmiri|||1:57
AvUcnc66xNk|||MANGO SEED ANIMAL | Kashmiri|||1:47
vppe_03oFzE|||Liquid Water on Mars | English | History and Implications|||3:37
NluGan4VUEo|||CANDLE FUN | Kashmiri|||1:37
Lreisf68SKE|||Matchstick Puzzles - One | Marathi|||2:18
7Ivzs8t6Jtc|||TREE OF LIFE | Kashmiri|||1:57
fHjhurR_4HU|||Polygon to Cone | Marathi|||2:33
e59rrdLfUpE|||Paper Flower Gerbera | English|||2:49
XHt5-KDmy-8|||Floating Paper Clips | Marathi|||1:40
I3IbUWnvYx4|||SYRINGE AIR FAN | Gujarati|||1:50
aJfI2RCM2UA|||Poke a Plastic Bag | English|||1:55
MsTRBfa_K3Y|||BALANCING DOLL | Gujarati|||1:07
xptaR4JxqbA|||FIDO DIDO CLOWN | Gujarati|||1:30
IlFoXsfjSv0|||Plastic Tube Spray | Marathi|||1:57
7i4nj6Rldms|||BALANCING JOKER | Gujarati|||1:26
0_kYodhkXvc|||PRETTY PETALS | Gujarati|||3:06
yblax2QtCtA|||ISRO - Astrosat - India's first Space Observatory | English | PSLV - C30|||4:47
NxOCTq5Ucvg|||What causes Earthquakes | English | Science behind the natural disaster|||4:29
UHps3j-nB0k|||Paper Flower | Gerbera | Marathi|||2:49
Cr2v-cC53Hk|||Friendship over Tea - A Puzzle | Hindi | Answer|||2:18
j4MnblpizkM|||Friendship over Tea | Hindi | A Puzzle|||1:57
6fZ7oTT2e8c|||Fun with Surface tension | Marathi|||2:48
eu2cZlFLSvk|||Poke a Plastic Bag | Marathi|||1:55
ixBcpYt7H9g|||Western Ghat Rail trek - Answer | Hindi | Puzzle|||1:53
r3KqGd9TBJI|||Western Ghat Rail Trek | Hindi | Puzzle|||2:42
zch90f_1SoE|||PAPER INSECT | Malayalam|||3:08
zIeFwVBUfLo|||GLASS LIFTS GLASS | Malayalam|||2:24
UCQ0VAs9fms|||EXERCISING CARD MAN | Hindi|||3:08
tzwBJ57TSQc|||Coin  Motor | Telugu|||1:50
TnsrfyXE00o|||Stick Dance | Formation of Hexagonal Star | Maths and Dance|||1:28
2oLPooJFkxA|||Simple Top | Telugu|||2:33
wJa7JXllIMA|||Simple Top | Hindi|||2:33
u5KGgLdQb1s|||Fun with Volume | English | Cone and Cylinder Volume comparison with Sand|||2:03
NoUzEFYw-2I|||Toy Motor Lighthouse | Hindi|||2:49
euAILHOvpIk|||Coin  Motor | Hindi|||1:50
aAr23kPBMQs|||Fun With motor | English|||2:12
LQjwhbtAN0w|||Magnetic Rotation | Euler's Disc | Hindi|||3:05
cXnj8q7UiGo|||MAGNETIC ZOOM | Bengali|||1:33
Pq41CWUD-l8|||WALKING THROUGH A POSTCARD | Bengali|||2:06
8rMd3xxg5Do|||DOLL ON ROPE | Bengali|||1:47
2VrAVOv5a0E|||Largest Volume of Cone | Hindi | Which sector leads to largest volume of cone|||3:18
UhEShw_ctds|||Fun with science | Ashok Rupner | English|||5:40
pVenGQ0c8us|||CANDLE SEESAW | Bengali|||1:24
fOzaZISPFG0|||CRANKY CRANK | Bengali|||1:32
ejb0Bz3gFpA|||BALANCING BOY | Bengali|||1:21
0FgKoZlNbfw|||Fun with Cone | English | How to make different sizes of cone form paper|||2:07
lc2yf7brJ8E|||Magnetic Rotation | Euler's Disc | Marathi|||3:05
ZrDkh2XfaW4|||Octagonal Welcome Flowers | Marathi|||3:29
K_4rsCBkK-g|||STICK MAN | Bengali|||1:00
KUuZ9eYb2H8|||CYCLIST ON ROPE | Bengali|||53
5zfGZm_gZk4|||SPOON PROPELLOR | Bengali|||1:22
NAX9cyJpzWs|||SIMPLE SIMART | Bengali|||1:37
BGFxOta1ZqU|||STRIP TO TETRA | Bengali|||1:49
73oyEdmOhrE|||BOBBING BUTTERFLY | Bengali|||1:34
WTKe7eByC8o|||Swimming fish | Hindi|||2:07
78GVOUZ5od8|||Tree Tale | Bauhinia purpurea | Hindi|||3:38
-KB9JurmKYA|||Triangular Patterns | Hindi|||2:52
t7RQ2XDD6hM|||SPIN AND PRECESSION | Hindi|||2:34
qDofg6XSVNs|||Tree Tale | Peacock flower |  Hindi|||2:32
dgWLu50vH84|||Open Generator | Hindi|||2:27
FeoIckVbKJo|||Simple Top | Marathi|||2:33
U123mMDwrfA|||Toy Motor Lighthouse | Marathi|||2:49
SvV-BEuMenI|||Coin  Motor | Marathi|||1:50
8NbGWKeOUxE|||EXERCISING CARD MAN | Marathi|||3:08
s4eK-InRvxA|||ECSTATIC STATIC |  Assamese|||1:12
iWgzgN6UhdI|||RUBBER BULB PUMP | Assamese|||1:27
g8W67Q1qpNQ|||SIMPLE MOTOR | Assamese|||57
bKBA-8h_Ru8|||Standing spinning pencil | Assamese|||3:00
b2r-7ZqjGYE|||BALLOON ROCKET | Assamese|||1:19
K9vROGornwo|||STRAW SPRAY | Assamese|||1:02
Hu-rTbyo-Aw|||SPOOKY SPOKE |  Assamese|||50
F--DX9nCPDY|||SIMPLE CONDUCTION | Assamese|||1:45
7xMpCRJsBa8|||SIMPLE PUMP |  Assamese|||2:04
4pt_vLe_Rto|||SPIRAL SNAKE | Assamese|||1:43
rIZ3w2w9_JI|||Simple Top |  English|||2:33
UyJ49xhxfyU|||Magnetic spin and roll | Tamil|||2:06
-eAoupyg56w|||PECKING ORDER | Tamil|||3:02
DxeOVNgsbRw|||EXERCISING CARD MAN | English|||3:08
lfejTiloonM|||Shifting light using scale |Tamil|||1:20
0l98WApx3Wg|||STRAW TAPE FIX DNA HELIX | Tamil|||2:57
zGRmlRU4YtQ|||CIRCLING BALLOON | Tamil|||1:58
pEhhbIco9Aw|||Tracing Path of light  | Tamil|||1:30
KW0R3GyBCLU|||Triangular Patterns | English|||2:52
mSbgrbOxuz4|||Toy Motor Lighthouse | English|||2:49
m5H09QHMPXY|||BUDDY TOP | Tamil|||1:51
77dwLXTzYGo|||Paper kaleidoscope | Tamil|||3:04
ph2VaSZRdh8|||ROCKET BALLOON |Tamil|||1:31
a3NbXLt65og|||HELICOPTER FLOWER | Tamil|||1:05
2BT4MEIr2Lo|||Coin Motor | English|||1:50
rJ6_8Msy0vk|||ELECTRIFYING FUN WITH INDUCTION | Tamil|||5:25
IBGLm4Yi6Ag|||SOAP FILMS |Tamil|||3:10
19hu4Q3Brfk|||SPIN AND PRECESSION | English|||2:34
jIh0NtEaYCI|||Magnetic Floating Propeller  | Tamil|||2:01
XKJPuxJBpdk|||Magnetic Rotation | Euler's Disc | English|||3:05
e2NBtBHYBUM|||Swimming Fish | English|||2:07
v9egArQ83Jg|||Polygon To Cone | English|||2:33
NF74yHD2_EE|||Tree Tale | Bauhinia Purpurea | English|||1:59
B3FQ94JwFUQ|||Tree Tale | Peacock Flower | English|||2:32
C_02NKG0_Js|||Atomic Array | Gujarati|||1:36
yp650rZTb-k|||Open Generator | English|||2:27
Tmc5IiPbB-M|||Invisible Glass | Hindi|||2:41
eN_2FAoJRDI|||Helicopter Fan | Marathi|||2:19
Folj43W36AM|||Floating Lemon | Marathi|||2:13
Wz-GSctkk-4|||Hinge Man | Marathi|||3:22
HJdB88jerlc|||3-D Star | Marathi|||4:46
5rL0FarVYtQ|||Two Bottle Fountain | Marathi|||1:57
fyeYC7zTiM0|||Invisible Glass | English|||2:41
BHMG6dw6tME|||Interlocking Ice-Cream Sticks | English|||3:06
e7uOEMg23MI|||Ice cream Stick Structures  |  English|||2:31
xx-K0dog4Xs|||Motor Pump | Malayalam|||3:42
wsXA5ygyFAo|||Radiometer | Malayalam|||2:51
oUqcTZ8QWWM|||Inflatable Lungs | Malayalam|||3:24
4OUOBXa-19c|||Convection Smoke Flow | Malayalam|||2:09
ZjBaOPvvd1U|||Glass Lifts Glass | Malayalam|||2:10
PKizCM4h6Ik|||Vacuum Lift |  Malayalam|||1:35
CRFf96PSTY4|||Paper Insect | Malayalam|||2:56
5-i9xtIPc_g|||Exploring Isosceles Triangles | English | 3 different ways with newspaper|||4:22
-cC4yHVx_Oo|||Triple Fun with Straw | English | 3-in-1 Flute, Spray, Sprinkler|||2:22
JYlU8SxHM6E|||Floating Paper Clips | Hindi|||1:40
j8hKinuljuM|||Fun with Surface Tension | Hindi|||2:48
j4lW4oYobGU|||Motor Boat | Marathi|||3:03
EuykYHDqqM0|||Geometric Series | English | Pictorial Math|||2:44
Uz5GUeym1aI|||Cheerios Effect | English | Buoyancy, Surface Tension, Meniscus|||2:54
Xi6T_NLFWDI|||Days and Nights on Moon? | Marathi | How and Why ?|||4:11
kfPjuRPrZFk|||Simple Balloon Boat | Hindi|||2:20
YVaWBEck8nQ|||Floating Paper Clips | English|||1:40
4c9rU13etNw|||Matchbox Playtoy | Gujarati|||1:29
wNyS6UeAxUA|||Fun with Inertia | Marathi|||1:17
YHSnj5N41kA|||Motor Boat | Hindi|||3:03
7OVB8i0c1bs|||Fun with Surface Tension | English|||2:48
sAPUYeTBpdw|||Triangle To Square | English | Geometry, Paper Folding|||3:00
e-JiO6ZY01Y|||Simple Balloon Boat | Marathi|||2:20
YxF1T3aI3tk|||Motor with Merry-Go-Round | Hindi|||2:12
kud4BoAPHrc|||Dynamic Paper Toys | Hindi|||1:58
P9aMRCLsrcs|||Motor Boat | English|||3:03
Lsgc5WDIbp8|||Bottle Rocket | Marathi|||2:56
iYISa5hmZPs|||Motor with Merry-Go-Round | Marathi|||2:12
PObxW7S8WrM|||Fun with Inertia | Hindi|||1:17
2UsW_x3wCWg|||Square to Circle | English|||3:32
tz-t_DXk6-c|||Simple Balloon Boat | English|||2:20
3wztBPVQ9hU|||Bottle Rocket | Hindi|||2:56
3IfFeaMPhUA|||Dynamic Paper Toys | Marathi|||1:58
x2vMGedxDNY|||Boyle's Balloon In Bottle | Marathi|||3:10
g5Putw0t9-w|||Days and nights on Moon? | English | How and Why ?|||4:11
LN0s5a4_qO8|||Fun with Inertia | English|||1:17
BrBAYD5josA|||Styrofoam Glider |  Marathi|||2:25
AwEWeueb_aQ|||Bottle Rocket | English|||2:56
pxPe65pHcQI|||Boyle's Balloon In Bottle |  Hindi|||3:10
tgcEIO4FWnU|||Tree Tale | Mango | Hindi|||1:34
oJPo4_RMFbY|||Styrofoam Glider | Hindi|||2:25
Y9dDHDTloIw|||Motor with Merry-Go-Round | English|||2:12
MLaNegyWjFo|||Curlicue Origami | Kannada|||3:18
tguISDY0n24|||Bottle flowers | Kannada|||2:45
XEYrM6iXYWQ|||Howling Horn | Kannada|||1:50
LmdXsMyHhe8|||Dynamic Paper Toys |  English|||1:58
8eEOjxt7xZA|||Days and nights on moon | Hindi | How and Why ?|||4:11
m4FSd7bEJew|||Real Cause Of Seasons | Kannada|||3:18
jufJNX1bHjk|||Which Hemisphere has hotter Summer | Kannada|||2:28
cNN0aah86vc|||Longer Summers in Northern Hemisphere | Kannada|||3:45
T3oU6-qyd8Y|||Why Seasons Happen | Misconceptions | Kannada|||2:35
9me-fD93TxE|||Tree Tale   Paper Mulberry | Kannada|||1:50
_r7N3bzvWAI|||Boyle's Balloon In Bottle | English|||3:10
beWC9CYzn7g|||Styrofoam Glider | English|||2:25
pOTRI2rnnyQ|||Tree Tale | Taman | Kannada|||1:54
ibggjQBhtRI|||Lift Marble without touching | Kannada|||2:34
UZxIDTs_b8o|||Simple Oboe | Kannada|||2:15
J5ChGz9wSkk|||Paper Aeroplane | Kannada|||2:58
05l_5_xyjGI|||Tree Tale | Ramphal | Kannada|||1:39
Ns2WxN6VBMo|||Paper lantern | Kannada|||2:23
BHe9qVkfoXA|||Tree Tale | Champa | Kannada|||1:23
xzl6_lgPf2o|||Tree Tale | Gulmohar | Delonix Regia | Kannada|||1:34
wUqDBEo2kT8|||Spinning Wheel Charakha Generator | Kannada|||2:16
E09mvJ_Xycc|||Pinhole Camera | Kannada|||3:11
z_YdIaDUbqQ|||Tree Tale | Pink Cassia | Kannada|||1:42
miQ-02LSIzs|||Paper Wedge | Kannada|||2:57
cSEnR2vudQk|||WHAT IS A ZERO SHADOW DAY |  Kannada|||4:07
JtOjTyM2dvU|||Tree tale | Copper Pod | Kannada|||1:45
DQJwJKGw8Xw|||Two Square Tetrahedron |  Kannada|||5:32
r6QrZSwFtzU|||Balloon Pump |  Ballon pumpe | Danish|||2:12
ePK9QggoVBE|||Colour mixer | Farveblander | Danish|||1:13
WcqBwToyaaI|||Boyles Balloon | Boyles ballon | Danish|||1:14
HMBetyOZel8|||Bird in Cage |  Fugl i bur | Danish|||1:12
-hOWumurOU8|||Pencil Spinner | Lille propel | Danish|||57
pvkbypK-imU|||Atomic Array | Danish|||1:31
FyuWxCOk8c0|||BALANCING BALLERINA | Danish|||1:30
LGz61JTiz7Y|||Acrobat | Danish|||2:29
qKoDPJznU-o|||14 Page Book | Danish|||2:01
zOIUveX4GC8|||Origami Cat | Kannada|||3:16
RbCji0Md4kQ|||12 pieces paper flexagon | Kannada|||7:09
IoIt91gOR_s|||Folding Tetrahedron - Samosa | Kannada|||4:24
k9ZrT127RH4|||Balancing Nails | Danish|||55
ySO_o5GLB8g|||Folding Circle | Kannada|||2:43
le4D25i63AY|||Modular Origami Ball | Hindi|||6:16
MrSToQieB6s|||Tree Tale - Mango | English|||1:34
waa4IJ3PTDM|||4 Pieces Paper Puzzle | Kannada|||2:15
Cd4sRkNqnSo|||Double Spiral from Square | Kannada|||3:49
1MJChiCuXyw|||Feeling the Angles | Kannada|||3:10
Hd5oc05Auhw|||Pecking Bird | Kannada|||2:30
46umrRoZJWQ|||Tree Tale | Laburnum | Kannada|||1:55
2lM-9ALkqyg|||Finger Angels | Kannada|||1:46
z_9yI8T5UxU|||Hexahedron | Kannada|||2:27
aUBzmKRiLlw|||Royal Cap |  Kannada|||2:31
JhCMp-Emc-I|||Tree Tale | Umbrella Tree | Kannada|||1:47
u3VT2d-GHP4|||Modular Origami Ball | English|||6:16
